sku_id,period,qty_total,category_id
598294111,2025-03-10,0.8984533293995807,672241
598294111,2025-03-17,1.3986176566530328,672241
598294111,2025-03-24,0.8986764783650445,672241
598294111,2025-03-31,0.39874846700535227,672241
598294111,2025-04-07,1.3987547708363488,672241
598294111,2025-04-14,1.3985637836303866,672241
598294111,2025-04-21,2.898463375398836,672241
598294111,2025-04-28,1.3983776372122572,672241
598294111,2025-05-05,2.8983967670754796,672241
598294111,2025-05-12,1.3984442835585271,672241
598294111,2025-05-19,0.8984946188473857,672241
598294111,2025-05-26,0.8985498170441877,672241
598294111,2025-06-02,2.898824778498148,672241
598294111,2025-06-09,4.399186969700354,672241
598294111,2025-06-16,1.8990767278416798,672241
598302302,2025-03-10,0.4846023736808907,672241
598302302,2025-03-17,-0.015508031422407566,672241
598302302,2025-03-24,-0.015508035167416404,672241
598302302,2025-03-31,-0.015500581128167434,672241
598302302,2025-04-07,-0.015489832925615857,672241
598302302,2025-04-14,-0.01547828924423117,672241
598302302,2025-04-21,-0.015467484905614164,672241
598302302,2025-04-28,-0.01545809778707559,672241
598302302,2025-05-05,-0.015450469616857851,672241
598302302,2025-05-12,-0.015444672603150598,672241
598302302,2025-05-19,-0.015440592722271565,672241
598302302,2025-05-26,-0.0154272568570605,672241
598302302,2025-06-02,-0.015425713626101477,672241
598302302,2025-06-09,-0.015425050386314164,672241
598302302,2025-06-16,-0.015425243901075171,672241
599653937,2025-03-10,0.3116141394160785,672241
599653937,2025-03-17,1.312142704174164,672241
599653937,2025-03-24,0.3154050256846819,672241
599653937,2025-03-31,7.809617074749024,672241
599653937,2025-04-07,0.31446419300622663,672241
599653937,2025-04-14,1.312185924590508,672241
599653937,2025-04-21,5.301790165487807,672241
599653937,2025-04-28,11.32467140553366,672241
599653937,2025-05-05,1.3029829707530463,672241
599653937,2025-05-12,3.3110114228804384,672241
599653937,2025-05-19,1.307166741893724,672241
599653937,2025-05-26,0.8091634974835269,672241
599653937,2025-06-02,0.8084325881296852,672241
599653937,2025-06-09,4.311772462460281,672241
599653937,2025-06-16,2.3085329201529543,672241
599703217,2025-03-10,2.451501115391175,672241
599703217,2025-03-17,1.3978427872127606,672241
599703217,2025-03-24,6.625515603109566,672241
599703217,2025-03-31,1.8449141196301295,672241
599703217,2025-04-07,9.962815879014016,672241
599703217,2025-04-14,3.2280159221547153,672241
599703217,2025-04-21,3.412066785149194,672241
599703217,2025-04-28,2.2653719214543853,672241
599703217,2025-05-05,1.8224295767488723,672241
